#open, high, low, volume, close
281000,281000,277500,127874,279000
281000,282000,255500,749606,257000
255000,259500,250500,744830,253000
254000,255500,251000,236929,252500
251000,251500,245000,339037,247500
246500,254000,246500,195655,249500
253000,258500,251500,340844,253500
250500,255000,248500,157006,255000
257000,258500,253500,173341,256500
257000,258000,252500,144758,257000
253500,256500,248000,211381,250000
248500,250000,235500,381622,238000
242500,246500,239000,280652,241000
242000,248000,241500,203297,248000
248000,248500,240500,240833,242000
243000,249000,237500,198072,248500
244500,254000,244500,229149,253000
255500,255500,243000,258659,248500
251000,252000,241500,202864,244000
242000,242500,230000,355020,235000
232000,237500,232000,200475,235000
239000,240500,236500,228679,238500
238500,239500,232500,205833,238000
240500,240500,226000,375000,228500
230500,240000,229000,349381,239500
240500,245000,228500,374863,241000
241500,255500,241500,361831,251500
252000,256000,248000,197934,252000
252500,254500,246500,252386,249000
252000,254500,250000,265299,252500
251500,254000,245500,255897,250000
248500,249000,235000,322031,240000
243000,243000,232000,294959,239000
240000,242500,231500,178476,233000
232000,241500,230500,254930,240500
238500,243500,236500,200454,237000
239500,245000,237500,346120,238000
237500,246500,233000,506574,235000
235000,239000,231500,501882,233000
234500,239000,233000,198099,237000
237000,239000,234000,219894,237000
236000,236500,232500,173442,234500
234000,236000,232500,163485,234500
236500,238000,233500,246083,238000
236000,237500,232500,180604,235000
236500,236500,233500,125310,234500
236500,243500,236000,231064,242500
244500,244500,238000,217988,241500
240500,242000,237000,117919,240500
239500,249500,238500,305174,249000
251500,251500,244500,130882,247000
245000,249000,241500,154666,249000
247500,248000,241500,171413,241500
241500,248500,240500,140733,242000
242500,254000,242500,273353,253500
254000,256500,251000,155292,255500
255000,258000,250000,106984,251500
249000,249500,245500,121419,246000
245000,249000,243000,152898,245000
241000,247000,241000,256298,243500
243500,248000,242000,197663,245000
243500,247000,241000,128297,247000
243000,245500,241000,193520,242500
244000,245000,235500,262776,236500
240000,240000,233500,160040,235000
238500,239500,235500,120849,237000
239500,240000,236500,159193,237500
236500,237000,232000,266814,233500
235000,241000,232000,164677,238500
238000,240500,237500,87209,239500
240000,241000,236500,113951,237000
239500,239500,233500,110288,236000
233500,240000,232500,137678,239500
237000,239500,232000,167481,238000
236000,236000,226500,358672,229000
229000,231000,226000,200603,230500
230500,232500,229000,190750,230500
233000,238000,231000,313468,238000
237000,239000,234000,250696,238000
255500,271500,254000,1755713,265500
265500,267000,251500,834722,255000
259000,261500,253000,422930,259000
251500,258500,250000,278196,254000
253000,255000,249500,175842,251500
250000,252000,247000,160436,250000
251500,256500,249000,444653,252000
247000,255500,246500,276798,250500
253500,257500,248500,469112,255000
253000,258500,252000,301366,255000
258500,262500,256000,284750,258500
255000,257500,253000,281405,254000
252500,256000,249000,296269,250000
249000,252500,246500,276129,248000
248500,252500,247500,168396,249500
250000,251500,243000,241541,246000
246500,249000,245000,133234,248500
248500,257000,248500,247314,253500
259500,260000,240000,779016,242500
243000,243000,236000,253824,236500
236500,239500,235500,213813,236000
235500,237000,234500,155709,236500
239500,243000,237000,226668,241500
241500,243500,238500,163987,241000
240000,241000,236500,115698,240000
240000,243500,239000,109885,243000
246500,248500,243500,199088,248500
251500,252000,247500,150246,249500
250000,252500,248000,125196,251000
251000,251000,248000,153726,249500
251000,252000,247000,283435,249500
251000,251500,247000,176837,247500
248000,259500,248000,293418,256000
256500,261500,253000,210231,254500
252500,257000,251500,107739,254500
258000,258000,255500,130488,257000
255000,260500,254500,165233,257000
256500,258500,255000,140506,256500
255000,259500,251500,245549,258000
253000,258500,250000,276044,251000
252500,253000,249000,130841,250500
249000,254000,246000,137079,252000
253500,261500,252500,221810,258500
261000,262000,257500,175711,260000
261500,262000,257000,200188,261000
258000,260000,251500,277306,253500
254500,255000,248500,223751,249500
251500,252000,249000,201265,250000
249500,251500,245000,252991,246500
246500,247500,244500,128473,246500
246500,248000,245000,111258,246000
245500,247000,244500,86183,245500
246500,248500,245000,156318,246500
247000,247500,241000,193939,243500
243500,245500,239500,128012,240500
241000,243500,239000,113740,241000
241000,241500,235000,189660,235500
235500,236500,231500,227809,236500
236500,241500,236000,199163,240500
240500,240500,232500,337676,233000
234000,237500,233500,447926,234000
235000,235500,230000,339497,231000
231500,235000,229500,374728,235000
236000,238000,233500,304052,236000
236000,237500,234000,267707,236000
237500,242000,237500,280113,240500
237500,242000,236000,192441,241000
242500,243000,237000,226910,238000
239000,241500,238500,229249,239500
241000,247000,240500,316044,246000
248500,256500,247500,477986,252500
252500,254500,243000,351365,243500
243500,245000,240000,200440,240500
240000,240500,237000,179653,239500
236500,238500,235000,178279,236500
237000,238500,236500,109331,237500
238500,241000,235500,157437,237000
237000,239000,235500,177507,238000
237500,239000,237500,200640,237500
238500,241500,235500,167375,236000
236000,237500,235000,173992,236000
236000,237500,234500,249306,235000
235000,235500,233500,193460,234500
234500,236500,229000,252687,230500
228500,231500,226000,210451,227000
227500,228500,225500,145194,226000
228000,233000,227500,242552,232000
233000,233500,230000,223723,232000
232000,233000,230000,282824,231500
229500,230500,226000,310581,227000
226500,230000,224000,295843,225500
224000,227500,224000,207181,226500
224000,226000,222000,366439,223500
221500,223000,217000,407987,218500
216000,216500,197500,1184163,200000
200000,206500,198000,668240,204500
204500,206500,202000,332155,203500
206500,216000,206000,566114,214000
210500,214500,204500,195004,209000
209500,212500,205000,176653,206500
209500,213000,205000,177628,208000
211500,223000,210500,522307,217500
217000,218000,210000,234569,213000
213000,218500,210500,166768,215000
219000,220000,208000,328509,211500
212500,214500,207000,173881,211000
211000,213500,203500,293916,205000
206500,206500,202500,241948,205000
209500,210000,204000,154281,205500
209500,209500,201000,217969,201000
203500,210000,203000,326214,210000
209500,209500,206500,159282,208000
207000,212500,207000,319535,209000
209000,210000,205500,217526,210000
209500,213500,209000,305240,212000
210000,212500,206000,256230,208500
210000,210500,202000,457138,205000
206000,206500,201000,247225,205500
202000,204000,201500,192336,202500
202000,204500,199500,219655,202500
203500,206000,201500,275239,202500
200000,202000,198500,238170,200000
200500,202000,195000,266150,195500
196000,196000,191000,207419,194000
193500,198000,193500,142816,197000
195500,203000,195500,160707,201000
205000,206000,197000,274479,197000
197000,197500,185500,412811,185500
186500,191000,186000,199559,190500
192000,198500,190000,365878,194500
197000,199000,191500,298675,198000
200000,202500,199000,223060,201000
200000,202500,199500,290028,201500
201500,216500,201500,506037,214000
212000,216000,211000,446244,214000
214500,215500,206000,357868,210500
210500,217500,207500,183367,211000
216000,216000,210500,233318,213500
213000,213000,206500,220371,207500
207000,211500,205500,168538,210000
214500,214500,206000,143299,210000
208000,209000,205000,230792,206500
206000,207500,204000,152087,206000
205000,209500,203500,102924,208500
209500,209500,204000,116813,207000
204000,214500,204000,255098,212000
210000,212000,205000,226383,205000
205000,207000,202500,153548,204000
206000,210500,205000,173025,209500
209000,211000,205500,247791,208500
205500,207500,201000,245844,204500
200000,203000,196000,234566,200500
197500,200500,190500,196927,194500
195000,205000,191000,263719,198000
196500,204500,196000,247975,203500
204500,206000,200000,210775,200500
200000,203000,198000,215120,201500
201000,206500,200000,238969,206500
204500,206500,201500,125550,203000
200500,209500,200000,169752,207000
208000,209000,205500,139759,207000
209000,209000,204000,135586,204500
203500,209000,203500,154407,208500
210000,212500,208500,239802,211500
214000,216500,211500,254858,216000
215000,219000,213500,225768,217000
213500,216500,213000,156216,214500
215500,215500,209500,108861,214500
214500,215500,212000,122502,213500
212500,220000,212500,306579,219000
221000,221000,211500,298287,213000
213000,213000,209000,238752,210000
209500,211500,206500,138428,207500
208500,218500,208500,292900,218000
215500,217500,211500,177152,212500
221000,225000,215000,454289,215000
217500,224500,217500,344487,222500
222500,232500,219000,436261,231500
229000,236500,229000,210914,234500
234000,237000,231500,170466,234500
233000,235500,229000,175135,231000
227000,230000,220500,201753,229000
223000,231500,222500,138499,228500
231500,236500,229000,161712,236500
237000,237000,230000,193639,231500
233500,235000,231000,179950,235000
235500,238000,232500,170512,237000
237000,239000,232500,156542,238000
238000,238500,232000,212948,234000
234500,236000,233500,102215,235000
236000,236500,234000,117657,236000
236500,237000,234500,120231,236000
233500,239500,233500,165119,235000
238500,239000,235500,139895,237500
238500,242000,234500,150479,241500
240000,245000,240000,111350,243500
243500,243500,238000,117963,240500
236500,240500,236000,74019,238500
239000,243000,237500,132089,240000
238000,241000,236000,83819,240000
239000,248000,238500,227891,247000
250000,255500,248500,234795,252500
254000,254000,250000,131376,252000
252000,252500,249000,75450,250500
255500,255500,250000,117692,253500
254500,256500,252000,172322,255000
255500,255500,249500,136449,253000
255000,256000,252000,79103,254000
248500,252500,247500,136696,247500
240000,250500,240000,231355,247000
251500,252000,240500,209611,242500
246500,251500,242500,160697,250500
249000,254500,249000,106447,252000
252500,254000,251000,84152,253000
247500,251000,245500,163258,247500
246000,249000,245500,144662,247000
247000,250000,246500,100830,247000
248000,252500,247000,85553,251000
252500,253000,249000,90566,252000
249000,252000,244000,297962,249500
246500,248500,245000,266767,247000
246500,247000,243000,172644,244500
247000,247000,241000,151091,241500
241000,241500,237000,212979,238500
241000,241500,237500,87287,238500
239000,241500,236500,115665,236500
230500,234500,228500,225386,231000
229000,238000,228500,198851,234500
231000,235000,230000,214979,234500
234000,245000,232000,207990,243000
241500,247500,241500,163531,246500
250000,253000,247500,177504,251000
251000,253000,245500,156919,250000
247000,251000,241500,166935,251000
252000,252000,245000,80235,249000
246500,254000,246000,181486,253500
250500,253500,249000,115569,250500
252000,254000,250500,120559,252500
252500,253000,248500,96160,249500
246500,249000,245000,56840,247500
247500,249500,243500,88619,246500
242000,242500,237000,171144,238000
234000,241500,234000,168161,237000
235500,239000,233500,157567,234500
234500,239000,232000,135834,237000
238500,244500,235500,145124,238500
233000,245500,233000,131389,241000
244000,247000,239000,127780,241500
248000,250000,244500,160042,247000
243000,246000,241000,150647,245000
244500,247000,241000,123001,245000
238500,245000,235500,122877,242000
241500,247000,237500,128866,245000
243000,245000,236000,127831,239000
240000,246000,239000,147507,240000
242500,250500,240500,159848,247500
251000,251000,245500,96415,247500
243000,244500,239000,122391,243500
246500,255500,244000,249731,255500
254000,272000,252500,421911,271000
265000,269000,256500,415318,258500
254500,258000,249500,297224,251000
249500,252500,241000,373137,242500
240500,242000,235000,280489,240000
243000,249500,242000,217132,248000
247000,249500,241500,126273,246000
240000,244000,239500,156429,240500
237500,253000,237000,277762,252000
257000,257500,243500,194445,248000
248000,253000,243500,85836,250500
248500,262000,248500,239460,262000
